"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3"
"021306","PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE","","","KODIAK","AK","99615","KODIAK ISLAND","9074869592","94","16","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","83","12","The number of cases is too small to reliably tell how well a hospital is performing"
"021307","CORDOVA COMMUNITY MEDICAL CENTER","PO BOX 160 - 602 CHASE AVENUE","","","CORDOVA","AK","99574","VALDEZ CORDOVA","9074248000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"021308","NORTON SOUND REGIONAL HOSPITAL","306 WEST 5TH AVENUE, P O BOX 966","","","NOME","AK","99762","NOME","9074433311","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"021309","KANAKANAK HOSPITAL","P O BOX 130","","","DILLINGHAM","AK","99576","DILLINGHAM","9078425201","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"021311","PEACEHEALTH KETCHIKAN MEDICAL             CENTER","3100 TONGASS AVENUE","","","KETCHIKAN","AK","99901","KETCHIKAN GATEWAY","9072255171","81","16","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","82","17","The number of cases is too small to reliably tell how well a hospital is performing"
"021313","SOUTH PENINSULA HOSPITAL","4300 BARTLETT ST","","","HOMER","AK","99603","KENAI PENINSULA","9072358101","87","15","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","14","The number of cases is too small to reliably tell how well a hospital is performing"
"030001","MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","","","PHOENIX","AZ","85031","MARICOPA","6238485000","100","137","","100","55","","100","127",""
"030002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","","","PHOENIX","AZ","85006","MARICOPA","6022392000","100","280","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","103","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","244","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","","","TUCSON","AZ","85712","PIMA","5203275461","100","289","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","82","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","226","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","","","COTTONWOOD","AZ","86326","YAVAPAI","9286396000","96","99","","98","43","","88","78",""
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","","","TUCSON","AZ","85745","PIMA","5208723000","100","203","","99","75","","97","188",""
"030011","CARONDELET ST JOSEPHS HOSPITAL","350 NORTH WILMOT ROAD","","","TUCSON","AZ","85711","PIMA","5208733000","100","276","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","69","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","219","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","","","PRESCOTT","AZ","86301","YAVAPAI","9284452700","99","141","","95","40","","71","110",""
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","","","YUMA","AZ","85364","YUMA","9283367275","99","359","","98","163","","99","301",""
"030014","JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","","","PHOENIX","AZ","85020","MARICOPA","6028706060","100","273","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","87","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","232","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030016","CASA GRANDE REGIONAL MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","","","CASA GRANDE","AZ","85222","PINAL","5203816453","99","135","","100","47","","95","123",""
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","","","PHOENIX","AZ","85008","MARICOPA","6023445011","97","153","","98","66","","94","140",""
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","","","FLAGSTAFF","AZ","86001","COCONINO","9287732009","99","155","","98","51","","90","143",""
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","","","PHOENIX","AZ","85013","MARICOPA","6024063000","100","294","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","135","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","263","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030030","PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","","","PHOENIX","AZ","85015","MARICOPA","6022490212","100","281","","93","103","","98","265",""
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","","","PAYSON","AZ","85541","GILA","9284743222","100","48","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","13","The number of cases is too small to reliably tell how well a hospital is performing","100","40","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030036","CHANDLER REGIONAL MEDICAL CENTER","475 SOUTH DOBSON ROAD","","","CHANDLER","AZ","85224","MARICOPA","4809634561","100","261","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","77","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","231","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030037","ST LUKES MEDICAL CENTER","1800 EAST VAN BUREN STREET","","","PHOENIX","AZ","85006","MARICOPA","6022518156","100","125","","98","60","","89","104",""
"030038","SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","","","SCOTTSDALE","AZ","85251","MARICOPA","4808824000","100","268","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","68","The hospital indicated that the data submitted for this measure were based on a sample of cases","78","227","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030043","SIERRA VISTA REGIONAL HEALTH CENTER INC","300 EL CAMINO REAL","","","SIERRA VISTA","AZ","85635","COCHISE","5204584641","99","139","","89","47","","92","108",""
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","","","KINGMAN","AZ","86409","MOHAVE","9287572101","100","258","","96","106","","71","225",""
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","","","SUN CITY","AZ","85351","MARICOPA","6239777211","100","263","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","78","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","216","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","","","SHOW LOW","AZ","85901","NAVAJO","9285374375","90","61","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","16","The number of cases is too small to reliably tell how well a hospital is performing","95","56","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030064","UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE","","","TUCSON","AZ","85724","PIMA","5206940111","99","273","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","142","The hospital indicated that the data submitted for this measure were based on a sample of cases","92","243","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","","","MESA","AZ","85202","MARICOPA","4804123000","100","268","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","106","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","239","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030067","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","","","PARKER","AZ","85344","LA PAZ","9286697300","100","32","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","19","The number of cases is too small to reliably tell how well a hospital is performing","66","29","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","","","SAFFORD","AZ","85546","GRAHAM","9283484000","100","23","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","19","The number of cases is too small to reliably tell how well a hospital is performing"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","","","LAKE HAVASU CITY","AZ","86403","MOHAVE","9288558185","99","174","","98","44","","84","160",""
